Method,Island,Habitat,Microhabitat,Year,Order,ID,Date Collected ,Extraction ID,Extr_ID2,No. Individuals,Length_mm,Sterilized,Source,Isotope_ID
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO5,NEO05,11,1.7,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO5,NEO05,11,2.1,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO5,NEO05,11,2.1,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO5,NEO05,11,2.1,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO5,NEO05,11,2.3,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO5,NEO05,11,3.2,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO6,NEO06,3,3.5,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO6,NEO06,3,4.2,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO6,NEO06,3,4.4,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO7,NEO07,3,5,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO7,NEO07,3,5.5,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,8/8/17,NEO7,NEO07,3,6,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Neoscona theisi,7/27/17,NEO8,NEO08,1,6.2,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.6,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.6,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.9,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,1.9,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,2,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Araneae ,Neoscona theisi,7/26/17,NEO9,NEO09,10,2,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/22/17,PAN1,PAN01,1,38.2,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN10,PAN10,1,37.2,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,8/18/17,PAN11,PAN11,1,44.1,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,8/18/17,PAN12,PAN12,1,41,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,8/18/17,PAN13,PAN13,1,38.6,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,8/18/17,PAN14,PAN14,1,41.6,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,8/19/17,PAN15,PAN15,1,37.5,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/22/17,PAN2,PAN02,1,37.5,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/22/17,PAN3,PAN03,1,37.8,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN4,PAN04,1,40.2,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN5,PAN05,1,40.7,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN6,PAN06,1,38,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN7,PAN07,1,34.7,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN8,PAN08,1,41,NA,FIELD,NA
Net ,Cooper,Lab area,Open,2017,Odonata,Pantala flavescens,7/26/17,PAN9,PAN09,1,34.6,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Orthoptera,Phisis holdhausi,7/27/17,PHH10,,1,9.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH16,,2,6.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH16,,2,7.7,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH2,,2,4.9,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH2,,2,5.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH20,,2,7.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH20,,2,8.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH21,,2,6.6,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH21,,2,6.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH22,,1,9.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH23,,1,8,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH24,,1,9.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH25,,1,11.5,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH3,,2,8.5,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH3,,2,6.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH30,,1,9,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH32,,1,14.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH34,,1,13.8,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH35,,1,10.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH38,,1,10.6,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH39,,1,11.2,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH4,,1,7.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH40,,1,9.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH41,,1,11.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH42,,1,13.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH43,,1,12.2,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH44,,1,13.8,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH45,,1,10.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH46,,1,15.9,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH47,,1,14.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH49,,1,15.2,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH5,,1,10.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH50,,1,14.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH51,,1,16.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH52,,1,11.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH53,,1,17.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH54,,1,16.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH55,,1,14.5,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH56,,1,12.2,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH57,,1,11.9,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH58,,1,14.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH59,,1,12,NA,FIELD,NA
BC,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/29/17,PHH6,,1,10.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH60,,1,14.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH61,,1,13.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH62,,1,12.4,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH63,,1,16.9,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH65,,1,15.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH66,,1,13.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH67,,1,13.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH68,,1,14,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH69,,1,12.2,NA,FIELD,NA
Hand,Sand,PG,Understory,2017,Orthoptera,Phisis holdhausi,7/31/17,PHH7,,1,17.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH70,,1,12.1,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH71,,1,14,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH72,,1,11.2,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH73,,1,13.7,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH74,,1,12.3,NA,FIELD,NA
Fogging,Sand,PG,Canopy,2017,Orthoptera,Phisis holdhausi,7/26/17,PHH75,,1,12.9,NA,FIELD,NA
Hand,Sand,PG,Understory,2017,Orthoptera,Phisis holdhausi,7/31/17,PHH8,,1,15,NA,FIELD,NA
Fogging,Cooper,TA,Canopy,2017,Orthoptera,Phisis holdhausi,7/25/17,PHH9,,1,13.9,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY10,,1,8.5,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY11,,1,8.6,NA,FIELD,NA
Hand,Cooper,CN,Understory,2017,Araneae ,Scytodes longipes,8/6/17,SCY12,,1,6.9,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae,Scytodes longipes,8/2/17,SCY15,,1,10,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae,Scytodes longipes,8/3/17,SCY16,,1,11.1,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae,Scytodes longipes,8/3/17,SCY17,,1,9.7,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY3,,3,2.5,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY3,,3,2.4,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY3,,3,2.4,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY4,,3,4.5,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY4,,3,3.3,NA,FIELD,NA
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY4,,3,4.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.4,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.1,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.2,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.2,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.6,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.2,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3.9,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3.1,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,2.6,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,4.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,4.4,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,3.5,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,4.4,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,3.7,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME1,,2,4.2,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME1,,2,3.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME10,,2,6,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME10,,2,6.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME11,,2,5.6,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME11,,2,5.8,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME12,,2,5.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME12,,2,4.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME13,,2,5.7,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME13,,2,5.3,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME14,,2,5.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME14,,2,5.6,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME2,,3,4.9,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME2,,3,5.1,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME2,,3,4.5,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME3,,2,6,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME3,,2,6.4,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Smeringopus pallidus,7/27/17,SME5,,3,3.5,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Smeringopus pallidus,7/27/17,SME5,,3,4.6,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Smeringopus pallidus,7/27/17,SME5,,3,4.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME6,,2,4.3,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME6,,2,3.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME7,,2,4.8,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME7,,2,3.8,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME8,,2,5.2,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME8,,2,4,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME9,,3,5.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME9,,3,4.5,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME9,,3,4.7,NA,FIELD,NA